team_name,user_name,draft_position,draft_id
Fake Team 30373,Fake User 30373,3,3038
Fake Team 30374,Fake User 30374,4,3038
Fake Team 30375,Fake User 30375,5,3038
Fake Team 30376,Fake User 30376,6,3038
Fake Team 30377,Fake User 30377,7,3038
Fake Team 30378,Fake User 30378,8,3038
Fake Team 30379,Fake User 30379,9,3038
Fake Team 30380,Fake User 30380,10,3038
Fake Team 30381,Fake User 30381,1,3039
Fake Team 30382,Fake User 30382,2,3039
Fake Team 30383,Fake User 30383,3,3039
Fake Team 30384,Fake User 30384,4,3039
Fake Team 30385,Fake User 30385,5,3039
Fake Team 30386,Fake User 30386,6,3039
Fake Team 30387,Fake User 30387,7,3039
Fake Team 30388,Fake User 30388,8,3039
Fake Team 30389,Fake User 30389,9,3039
Fake Team 30390,Fake User 30390,10,3039
Fake Team 30391,Fake User 30391,1,3040
Fake Team 30392,Fake User 30392,2,3040
Fake Team 30393,Fake User 30393,3,3040
Fake Team 30394,Fake User 30394,4,3040
Fake Team 30395,Fake User 30395,5,3040
Fake Team 30396,Fake User 30396,6,3040
Fake Team 30397,Fake User 30397,7,3040
Fake Team 30398,Fake User 30398,8,3040
Fake Team 30399,Fake User 30399,9,3040
Fake Team 30400,Fake User 30400,10,3040
Fake Team 30401,Fake User 30401,1,3041
Fake Team 30402,Fake User 30402,2,3041
Fake Team 30403,Fake User 30403,3,3041
Fake Team 30404,Fake User 30404,4,3041
Fake Team 30405,Fake User 30405,5,3041
Fake Team 30406,Fake User 30406,6,3041
Fake Team 30407,Fake User 30407,7,3041
Fake Team 30408,Fake User 30408,8,3041
Fake Team 30409,Fake User 30409,9,3041
Fake Team 30410,Fake User 30410,10,3041
Fake Team 30411,Fake User 30411,1,3042
Fake Team 30412,Fake User 30412,2,3042
Fake Team 30413,Fake User 30413,3,3042
Fake Team 30414,Fake User 30414,4,3042
Fake Team 30415,Fake User 30415,5,3042
Fake Team 30416,Fake User 30416,6,3042
Fake Team 30417,Fake User 30417,7,3042
Fake Team 30418,Fake User 30418,8,3042
Fake Team 30419,Fake User 30419,9,3042
Fake Team 30420,Fake User 30420,10,3042
Fake Team 30421,Fake User 30421,1,3043
Fake Team 30422,Fake User 30422,2,3043
Fake Team 30423,Fake User 30423,3,3043
Fake Team 30424,Fake User 30424,4,3043
Fake Team 30425,Fake User 30425,5,3043
Fake Team 30426,Fake User 30426,6,3043
Fake Team 30427,Fake User 30427,7,3043
Fake Team 30428,Fake User 30428,8,3043
Fake Team 30429,Fake User 30429,9,3043
Fake Team 30430,Fake User 30430,10,3043
Fake Team 30431,Fake User 30431,1,3044
Fake Team 30432,Fake User 30432,2,3044
Fake Team 30433,Fake User 30433,3,3044
Fake Team 30434,Fake User 30434,4,3044
Fake Team 30435,Fake User 30435,5,3044
Fake Team 30436,Fake User 30436,6,3044
Fake Team 30437,Fake User 30437,7,3044
Fake Team 30438,Fake User 30438,8,3044
Fake Team 30439,Fake User 30439,9,3044
Fake Team 30440,Fake User 30440,10,3044
Fake Team 30441,Fake User 30441,1,3045
Fake Team 30442,Fake User 30442,2,3045
Fake Team 30443,Fake User 30443,3,3045
Fake Team 30444,Fake User 30444,4,3045
Fake Team 30445,Fake User 30445,5,3045
Fake Team 30446,Fake User 30446,6,3045
Fake Team 30447,Fake User 30447,7,3045
Fake Team 30448,Fake User 30448,8,3045
Fake Team 30449,Fake User 30449,9,3045
Fake Team 30450,Fake User 30450,10,3045
Fake Team 30451,Fake User 30451,1,3046
Fake Team 30452,Fake User 30452,2,3046
Fake Team 30453,Fake User 30453,3,3046
Fake Team 30454,Fake User 30454,4,3046
Fake Team 30455,Fake User 30455,5,3046
Fake Team 30456,Fake User 30456,6,3046
Fake Team 30457,Fake User 30457,7,3046
Fake Team 30458,Fake User 30458,8,3046
Fake Team 30459,Fake User 30459,9,3046
Fake Team 30460,Fake User 30460,10,3046
Fake Team 30461,Fake User 30461,1,3047
Fake Team 30462,Fake User 30462,2,3047
Fake Team 30463,Fake User 30463,3,3047
Fake Team 30464,Fake User 30464,4,3047
Fake Team 30465,Fake User 30465,5,3047
Fake Team 30466,Fake User 30466,6,3047
Fake Team 30467,Fake User 30467,7,3047
Fake Team 30468,Fake User 30468,8,3047
Fake Team 30469,Fake User 30469,9,3047
Fake Team 30470,Fake User 30470,10,3047
Fake Team 30471,Fake User 30471,1,3048
Fake Team 30472,Fake User 30472,2,3048
Fake Team 30473,Fake User 30473,3,3048
Fake Team 30474,Fake User 30474,4,3048
Fake Team 30475,Fake User 30475,5,3048
Fake Team 30476,Fake User 30476,6,3048
Fake Team 30477,Fake User 30477,7,3048
Fake Team 30478,Fake User 30478,8,3048
Fake Team 30479,Fake User 30479,9,3048
Fake Team 30480,Fake User 30480,10,3048
Fake Team 30481,Fake User 30481,1,3049
Fake Team 30482,Fake User 30482,2,3049
Fake Team 30483,Fake User 30483,3,3049
Fake Team 30484,Fake User 30484,4,3049
Fake Team 30485,Fake User 30485,5,3049
Fake Team 30486,Fake User 30486,6,3049
Fake Team 30487,Fake User 30487,7,3049
Fake Team 30488,Fake User 30488,8,3049
Fake Team 30489,Fake User 30489,9,3049
Fake Team 30490,Fake User 30490,10,3049
Fake Team 30491,Fake User 30491,1,3050
Fake Team 30492,Fake User 30492,2,3050
Fake Team 30493,Fake User 30493,3,3050
Fake Team 30494,Fake User 30494,4,3050
Fake Team 30495,Fake User 30495,5,3050
Fake Team 30496,Fake User 30496,6,3050
Fake Team 30497,Fake User 30497,7,3050
Fake Team 30498,Fake User 30498,8,3050
Fake Team 30499,Fake User 30499,9,3050
Fake Team 30500,Fake User 30500,10,3050
Fake Team 30501,Fake User 30501,1,3051
Fake Team 30502,Fake User 30502,2,3051
Fake Team 30503,Fake User 30503,3,3051
Fake Team 30504,Fake User 30504,4,3051
Fake Team 30505,Fake User 30505,5,3051
Fake Team 30506,Fake User 30506,6,3051
Fake Team 30507,Fake User 30507,7,3051
Fake Team 30508,Fake User 30508,8,3051
Fake Team 30509,Fake User 30509,9,3051
Fake Team 30510,Fake User 30510,10,3051
Fake Team 30511,Fake User 30511,1,3052
Fake Team 30512,Fake User 30512,2,3052
Fake Team 30513,Fake User 30513,3,3052
Fake Team 30514,Fake User 30514,4,3052
Fake Team 30515,Fake User 30515,5,3052
Fake Team 30516,Fake User 30516,6,3052
Fake Team 30517,Fake User 30517,7,3052
Fake Team 30518,Fake User 30518,8,3052
Fake Team 30519,Fake User 30519,9,3052
Fake Team 30520,Fake User 30520,10,3052
Fake Team 30521,Fake User 30521,1,3053
Fake Team 30522,Fake User 30522,2,3053
Fake Team 30523,Fake User 30523,3,3053
Fake Team 30524,Fake User 30524,4,3053
Fake Team 30525,Fake User 30525,5,3053
Fake Team 30526,Fake User 30526,6,3053
Fake Team 30527,Fake User 30527,7,3053
Fake Team 30528,Fake User 30528,8,3053
Fake Team 30529,Fake User 30529,9,3053
Fake Team 30530,Fake User 30530,10,3053
Fake Team 30531,Fake User 30531,1,3054
Fake Team 30532,Fake User 30532,2,3054
Fake Team 30533,Fake User 30533,3,3054
Fake Team 30534,Fake User 30534,4,3054
Fake Team 30535,Fake User 30535,5,3054
Fake Team 30536,Fake User 30536,6,3054
Fake Team 30537,Fake User 30537,7,3054
Fake Team 30538,Fake User 30538,8,3054
Fake Team 30539,Fake User 30539,9,3054
Fake Team 30540,Fake User 30540,10,3054
Fake Team 30541,Fake User 30541,1,3055
Fake Team 30542,Fake User 30542,2,3055
Fake Team 30543,Fake User 30543,3,3055
Fake Team 30544,Fake User 30544,4,3055
Fake Team 30545,Fake User 30545,5,3055
Fake Team 30546,Fake User 30546,6,3055
Fake Team 30547,Fake User 30547,7,3055
Fake Team 30548,Fake User 30548,8,3055
Fake Team 30549,Fake User 30549,9,3055
Fake Team 30550,Fake User 30550,10,3055
Fake Team 30551,Fake User 30551,1,3056
Fake Team 30552,Fake User 30552,2,3056
Fake Team 30553,Fake User 30553,3,3056
Fake Team 30554,Fake User 30554,4,3056
Fake Team 30555,Fake User 30555,5,3056
Fake Team 30556,Fake User 30556,6,3056
Fake Team 30557,Fake User 30557,7,3056
Fake Team 30558,Fake User 30558,8,3056
Fake Team 30559,Fake User 30559,9,3056
Fake Team 30560,Fake User 30560,10,3056
Fake Team 30561,Fake User 30561,1,3057
Fake Team 30562,Fake User 30562,2,3057
Fake Team 30563,Fake User 30563,3,3057
Fake Team 30564,Fake User 30564,4,3057
Fake Team 30565,Fake User 30565,5,3057
Fake Team 30566,Fake User 30566,6,3057
Fake Team 30567,Fake User 30567,7,3057
Fake Team 30568,Fake User 30568,8,3057
Fake Team 30569,Fake User 30569,9,3057
Fake Team 30570,Fake User 30570,10,3057
Fake Team 30571,Fake User 30571,1,3058
Fake Team 30572,Fake User 30572,2,3058
Fake Team 30573,Fake User 30573,3,3058
Fake Team 30574,Fake User 30574,4,3058
Fake Team 30575,Fake User 30575,5,3058
Fake Team 30576,Fake User 30576,6,3058
Fake Team 30577,Fake User 30577,7,3058
Fake Team 30578,Fake User 30578,8,3058
Fake Team 30579,Fake User 30579,9,3058
Fake Team 30580,Fake User 30580,10,3058
Fake Team 30581,Fake User 30581,1,3059
Fake Team 30582,Fake User 30582,2,3059
Fake Team 30583,Fake User 30583,3,3059
Fake Team 30584,Fake User 30584,4,3059
Fake Team 30585,Fake User 30585,5,3059
Fake Team 30586,Fake User 30586,6,3059
Fake Team 30587,Fake User 30587,7,3059
Fake Team 30588,Fake User 30588,8,3059
Fake Team 30589,Fake User 30589,9,3059
Fake Team 30590,Fake User 30590,10,3059
Fake Team 30591,Fake User 30591,1,3060
Fake Team 30592,Fake User 30592,2,3060
Fake Team 30593,Fake User 30593,3,3060
Fake Team 30594,Fake User 30594,4,3060
Fake Team 30595,Fake User 30595,5,3060
Fake Team 30596,Fake User 30596,6,3060
Fake Team 30597,Fake User 30597,7,3060
Fake Team 30598,Fake User 30598,8,3060
Fake Team 30599,Fake User 30599,9,3060
Fake Team 30600,Fake User 30600,10,3060
Fake Team 30601,Fake User 30601,1,3061
Fake Team 30602,Fake User 30602,2,3061
Fake Team 30603,Fake User 30603,3,3061
Fake Team 30604,Fake User 30604,4,3061
Fake Team 30605,Fake User 30605,5,3061
Fake Team 30606,Fake User 30606,6,3061
Fake Team 30607,Fake User 30607,7,3061
Fake Team 30608,Fake User 30608,8,3061
Fake Team 30609,Fake User 30609,9,3061
Fake Team 30610,Fake User 30610,10,3061
Fake Team 30611,Fake User 30611,1,3062
Fake Team 30612,Fake User 30612,2,3062
Fake Team 30613,Fake User 30613,3,3062
Fake Team 30614,Fake User 30614,4,3062
Fake Team 30615,Fake User 30615,5,3062
Fake Team 30616,Fake User 30616,6,3062
Fake Team 30617,Fake User 30617,7,3062
Fake Team 30618,Fake User 30618,8,3062
Fake Team 30619,Fake User 30619,9,3062
Fake Team 30620,Fake User 30620,10,3062
Fake Team 30621,Fake User 30621,1,3063
Fake Team 30622,Fake User 30622,2,3063
Fake Team 30623,Fake User 30623,3,3063
Fake Team 30624,Fake User 30624,4,3063
Fake Team 30625,Fake User 30625,5,3063
Fake Team 30626,Fake User 30626,6,3063
Fake Team 30627,Fake User 30627,7,3063
Fake Team 30628,Fake User 30628,8,3063
Fake Team 30629,Fake User 30629,9,3063
Fake Team 30630,Fake User 30630,10,3063
Fake Team 30631,Fake User 30631,1,3064
Fake Team 30632,Fake User 30632,2,3064
Fake Team 30633,Fake User 30633,3,3064
Fake Team 30634,Fake User 30634,4,3064
Fake Team 30635,Fake User 30635,5,3064
Fake Team 30636,Fake User 30636,6,3064
Fake Team 30637,Fake User 30637,7,3064
Fake Team 30638,Fake User 30638,8,3064
Fake Team 30639,Fake User 30639,9,3064
Fake Team 30640,Fake User 30640,10,3064
Fake Team 30641,Fake User 30641,1,3065
Fake Team 30642,Fake User 30642,2,3065
Fake Team 30643,Fake User 30643,3,3065
Fake Team 30644,Fake User 30644,4,3065
Fake Team 30645,Fake User 30645,5,3065
Fake Team 30646,Fake User 30646,6,3065
Fake Team 30647,Fake User 30647,7,3065
Fake Team 30648,Fake User 30648,8,3065
Fake Team 30649,Fake User 30649,9,3065
Fake Team 30650,Fake User 30650,10,3065
Fake Team 30651,Fake User 30651,1,3066
Fake Team 30652,Fake User 30652,2,3066
Fake Team 30653,Fake User 30653,3,3066
Fake Team 30654,Fake User 30654,4,3066
Fake Team 30655,Fake User 30655,5,3066
Fake Team 30656,Fake User 30656,6,3066
Fake Team 30657,Fake User 30657,7,3066
Fake Team 30658,Fake User 30658,8,3066
Fake Team 30659,Fake User 30659,9,3066
Fake Team 30660,Fake User 30660,10,3066
Fake Team 30661,Fake User 30661,1,3067
Fake Team 30662,Fake User 30662,2,3067
Fake Team 30663,Fake User 30663,3,3067
Fake Team 30664,Fake User 30664,4,3067
Fake Team 30665,Fake User 30665,5,3067
Fake Team 30666,Fake User 30666,6,3067
Fake Team 30667,Fake User 30667,7,3067
Fake Team 30668,Fake User 30668,8,3067
Fake Team 30669,Fake User 30669,9,3067
Fake Team 30670,Fake User 30670,10,3067
Fake Team 30671,Fake User 30671,1,3068
Fake Team 30672,Fake User 30672,2,3068
Fake Team 30673,Fake User 30673,3,3068
Fake Team 30674,Fake User 30674,4,3068
Fake Team 30675,Fake User 30675,5,3068
Fake Team 30676,Fake User 30676,6,3068
Fake Team 30677,Fake User 30677,7,3068
Fake Team 30678,Fake User 30678,8,3068
Fake Team 30679,Fake User 30679,9,3068
Fake Team 30680,Fake User 30680,10,3068
Fake Team 30681,Fake User 30681,1,3069
Fake Team 30682,Fake User 30682,2,3069
Fake Team 30683,Fake User 30683,3,3069
Fake Team 30684,Fake User 30684,4,3069
Fake Team 30685,Fake User 30685,5,3069
Fake Team 30686,Fake User 30686,6,3069
Fake Team 30687,Fake User 30687,7,3069
Fake Team 30688,Fake User 30688,8,3069
Fake Team 30689,Fake User 30689,9,3069
Fake Team 30690,Fake User 30690,10,3069
Fake Team 30691,Fake User 30691,1,3070
Fake Team 30692,Fake User 30692,2,3070
Fake Team 30693,Fake User 30693,3,3070
Fake Team 30694,Fake User 30694,4,3070
Fake Team 30695,Fake User 30695,5,3070
Fake Team 30696,Fake User 30696,6,3070
Fake Team 30697,Fake User 30697,7,3070
Fake Team 30698,Fake User 30698,8,3070
Fake Team 30699,Fake User 30699,9,3070
Fake Team 30700,Fake User 30700,10,3070
Fake Team 30701,Fake User 30701,1,3071
Fake Team 30702,Fake User 30702,2,3071
Fake Team 30703,Fake User 30703,3,3071
Fake Team 30704,Fake User 30704,4,3071
Fake Team 30705,Fake User 30705,5,3071
Fake Team 30706,Fake User 30706,6,3071
Fake Team 30707,Fake User 30707,7,3071
Fake Team 30708,Fake User 30708,8,3071
Fake Team 30709,Fake User 30709,9,3071
Fake Team 30710,Fake User 30710,10,3071
Fake Team 30711,Fake User 30711,1,3072
Fake Team 30712,Fake User 30712,2,3072
Fake Team 30713,Fake User 30713,3,3072
Fake Team 30714,Fake User 30714,4,3072
Fake Team 30715,Fake User 30715,5,3072
Fake Team 30716,Fake User 30716,6,3072
Fake Team 30717,Fake User 30717,7,3072
Fake Team 30718,Fake User 30718,8,3072
Fake Team 30719,Fake User 30719,9,3072
Fake Team 30720,Fake User 30720,10,3072
Fake Team 30721,Fake User 30721,1,3073
Fake Team 30722,Fake User 30722,2,3073
Fake Team 30723,Fake User 30723,3,3073
Fake Team 30724,Fake User 30724,4,3073
Fake Team 30725,Fake User 30725,5,3073
Fake Team 30726,Fake User 30726,6,3073
Fake Team 30727,Fake User 30727,7,3073
Fake Team 30728,Fake User 30728,8,3073
Fake Team 30729,Fake User 30729,9,3073
Fake Team 30730,Fake User 30730,10,3073
Fake Team 30731,Fake User 30731,1,3074
Fake Team 30732,Fake User 30732,2,3074
Fake Team 30733,Fake User 30733,3,3074
Fake Team 30734,Fake User 30734,4,3074
Fake Team 30735,Fake User 30735,5,3074
Fake Team 30736,Fake User 30736,6,3074
Fake Team 30737,Fake User 30737,7,3074
Fake Team 30738,Fake User 30738,8,3074
Fake Team 30739,Fake User 30739,9,3074
Fake Team 30740,Fake User 30740,10,3074
Fake Team 30741,Fake User 30741,1,3075
Fake Team 30742,Fake User 30742,2,3075
Fake Team 30743,Fake User 30743,3,3075
Fake Team 30744,Fake User 30744,4,3075
Fake Team 30745,Fake User 30745,5,3075
Fake Team 30746,Fake User 30746,6,3075
Fake Team 30747,Fake User 30747,7,3075
Fake Team 30748,Fake User 30748,8,3075
Fake Team 30749,Fake User 30749,9,3075
Fake Team 30750,Fake User 30750,10,3075
Fake Team 30751,Fake User 30751,1,3076
Fake Team 30752,Fake User 30752,2,3076
Fake Team 30753,Fake User 30753,3,3076
Fake Team 30754,Fake User 30754,4,3076
Fake Team 30755,Fake User 30755,5,3076
Fake Team 30756,Fake User 30756,6,3076
Fake Team 30757,Fake User 30757,7,3076
Fake Team 30758,Fake User 30758,8,3076
Fake Team 30759,Fake User 30759,9,3076
Fake Team 30760,Fake User 30760,10,3076
Fake Team 30761,Fake User 30761,1,3077
Fake Team 30762,Fake User 30762,2,3077
Fake Team 30763,Fake User 30763,3,3077
Fake Team 30764,Fake User 30764,4,3077
Fake Team 30765,Fake User 30765,5,3077
Fake Team 30766,Fake User 30766,6,3077
Fake Team 30767,Fake User 30767,7,3077
Fake Team 30768,Fake User 30768,8,3077
Fake Team 30769,Fake User 30769,9,3077
Fake Team 30770,Fake User 30770,10,3077
Fake Team 30771,Fake User 30771,1,3078
Fake Team 30772,Fake User 30772,2,3078
Fake Team 30773,Fake User 30773,3,3078
Fake Team 30774,Fake User 30774,4,3078
Fake Team 30775,Fake User 30775,5,3078
Fake Team 30776,Fake User 30776,6,3078
Fake Team 30777,Fake User 30777,7,3078
Fake Team 30778,Fake User 30778,8,3078
Fake Team 30779,Fake User 30779,9,3078
Fake Team 30780,Fake User 30780,10,3078
Fake Team 30781,Fake User 30781,1,3079
Fake Team 30782,Fake User 30782,2,3079
Fake Team 30783,Fake User 30783,3,3079
Fake Team 30784,Fake User 30784,4,3079
Fake Team 30785,Fake User 30785,5,3079
Fake Team 30786,Fake User 30786,6,3079
Fake Team 30787,Fake User 30787,7,3079
Fake Team 30788,Fake User 30788,8,3079
Fake Team 30789,Fake User 30789,9,3079
Fake Team 30790,Fake User 30790,10,3079
Fake Team 30791,Fake User 30791,1,3080
Fake Team 30792,Fake User 30792,2,3080
Fake Team 30793,Fake User 30793,3,3080
Fake Team 30794,Fake User 30794,4,3080
Fake Team 30795,Fake User 30795,5,3080
Fake Team 30796,Fake User 30796,6,3080
Fake Team 30797,Fake User 30797,7,3080
Fake Team 30798,Fake User 30798,8,3080
Fake Team 30799,Fake User 30799,9,3080
Fake Team 30800,Fake User 30800,10,3080
Fake Team 30801,Fake User 30801,1,3081
Fake Team 30802,Fake User 30802,2,3081
Fake Team 30803,Fake User 30803,3,3081
Fake Team 30804,Fake User 30804,4,3081
Fake Team 30805,Fake User 30805,5,3081
Fake Team 30806,Fake User 30806,6,3081
Fake Team 30807,Fake User 30807,7,3081
Fake Team 30808,Fake User 30808,8,3081
Fake Team 30809,Fake User 30809,9,3081
Fake Team 30810,Fake User 30810,10,3081
Fake Team 30811,Fake User 30811,1,3082
Fake Team 30812,Fake User 30812,2,3082
Fake Team 30813,Fake User 30813,3,3082
Fake Team 30814,Fake User 30814,4,3082
Fake Team 30815,Fake User 30815,5,3082
Fake Team 30816,Fake User 30816,6,3082
Fake Team 30817,Fake User 30817,7,3082
Fake Team 30818,Fake User 30818,8,3082
Fake Team 30819,Fake User 30819,9,3082
Fake Team 30820,Fake User 30820,10,3082
Fake Team 30821,Fake User 30821,1,3083
Fake Team 30822,Fake User 30822,2,3083
Fake Team 30823,Fake User 30823,3,3083
Fake Team 30824,Fake User 30824,4,3083
Fake Team 30825,Fake User 30825,5,3083
Fake Team 30826,Fake User 30826,6,3083
Fake Team 30827,Fake User 30827,7,3083
Fake Team 30828,Fake User 30828,8,3083
Fake Team 30829,Fake User 30829,9,3083
Fake Team 30830,Fake User 30830,10,3083
Fake Team 30831,Fake User 30831,1,3084
Fake Team 30832,Fake User 30832,2,3084
Fake Team 30833,Fake User 30833,3,3084
Fake Team 30834,Fake User 30834,4,3084
Fake Team 30835,Fake User 30835,5,3084
Fake Team 30836,Fake User 30836,6,3084
Fake Team 30837,Fake User 30837,7,3084
Fake Team 30838,Fake User 30838,8,3084
Fake Team 30839,Fake User 30839,9,3084
Fake Team 30840,Fake User 30840,10,3084
Fake Team 30841,Fake User 30841,1,3085
Fake Team 30842,Fake User 30842,2,3085
Fake Team 30843,Fake User 30843,3,3085
Fake Team 30844,Fake User 30844,4,3085
Fake Team 30845,Fake User 30845,5,3085
Fake Team 30846,Fake User 30846,6,3085
Fake Team 30847,Fake User 30847,7,3085
Fake Team 30848,Fake User 30848,8,3085
Fake Team 30849,Fake User 30849,9,3085
Fake Team 30850,Fake User 30850,10,3085
Fake Team 30851,Fake User 30851,1,3086
Fake Team 30852,Fake User 30852,2,3086
Fake Team 30853,Fake User 30853,3,3086
Fake Team 30854,Fake User 30854,4,3086
Fake Team 30855,Fake User 30855,5,3086
Fake Team 30856,Fake User 30856,6,3086
Fake Team 30857,Fake User 30857,7,3086
Fake Team 30858,Fake User 30858,8,3086
Fake Team 30859,Fake User 30859,9,3086
Fake Team 30860,Fake User 30860,10,3086
Fake Team 30861,Fake User 30861,1,3087
Fake Team 30862,Fake User 30862,2,3087
Fake Team 30863,Fake User 30863,3,3087
Fake Team 30864,Fake User 30864,4,3087
Fake Team 30865,Fake User 30865,5,3087
Fake Team 30866,Fake User 30866,6,3087
Fake Team 30867,Fake User 30867,7,3087
Fake Team 30868,Fake User 30868,8,3087
Fake Team 30869,Fake User 30869,9,3087
Fake Team 30870,Fake User 30870,10,3087
Fake Team 30871,Fake User 30871,1,3088
Fake Team 30872,Fake User 30872,2,3088
Fake Team 30873,Fake User 30873,3,3088
Fake Team 30874,Fake User 30874,4,3088
Fake Team 30875,Fake User 30875,5,3088
Fake Team 30876,Fake User 30876,6,3088
Fake Team 30877,Fake User 30877,7,3088
Fake Team 30878,Fake User 30878,8,3088
Fake Team 30879,Fake User 30879,9,3088
Fake Team 30880,Fake User 30880,10,3088
Fake Team 30881,Fake User 30881,1,3089
Fake Team 30882,Fake User 30882,2,3089
Fake Team 30883,Fake User 30883,3,3089
Fake Team 30884,Fake User 30884,4,3089
Fake Team 30885,Fake User 30885,5,3089
Fake Team 30886,Fake User 30886,6,3089
Fake Team 30887,Fake User 30887,7,3089
Fake Team 30888,Fake User 30888,8,3089
Fake Team 30889,Fake User 30889,9,3089
Fake Team 30890,Fake User 30890,10,3089
Fake Team 30891,Fake User 30891,1,3090
Fake Team 30892,Fake User 30892,2,3090
Fake Team 30893,Fake User 30893,3,3090
Fake Team 30894,Fake User 30894,4,3090
Fake Team 30895,Fake User 30895,5,3090
Fake Team 30896,Fake User 30896,6,3090
Fake Team 30897,Fake User 30897,7,3090
Fake Team 30898,Fake User 30898,8,3090
Fake Team 30899,Fake User 30899,9,3090
Fake Team 30900,Fake User 30900,10,3090
Fake Team 30901,Fake User 30901,1,3091
Fake Team 30902,Fake User 30902,2,3091
Fake Team 30903,Fake User 30903,3,3091
Fake Team 30904,Fake User 30904,4,3091
Fake Team 30905,Fake User 30905,5,3091
Fake Team 30906,Fake User 30906,6,3091
Fake Team 30907,Fake User 30907,7,3091
Fake Team 30908,Fake User 30908,8,3091
Fake Team 30909,Fake User 30909,9,3091
Fake Team 30910,Fake User 30910,10,3091
Fake Team 30911,Fake User 30911,1,3092
Fake Team 30912,Fake User 30912,2,3092
Fake Team 30913,Fake User 30913,3,3092
Fake Team 30914,Fake User 30914,4,3092
Fake Team 30915,Fake User 30915,5,3092
Fake Team 30916,Fake User 30916,6,3092
Fake Team 30917,Fake User 30917,7,3092
Fake Team 30918,Fake User 30918,8,3092
Fake Team 30919,Fake User 30919,9,3092
Fake Team 30920,Fake User 30920,10,3092
Fake Team 30921,Fake User 30921,1,3093
Fake Team 30922,Fake User 30922,2,3093
Fake Team 30923,Fake User 30923,3,3093
Fake Team 30924,Fake User 30924,4,3093
Fake Team 30925,Fake User 30925,5,3093
Fake Team 30926,Fake User 30926,6,3093
Fake Team 30927,Fake User 30927,7,3093
Fake Team 30928,Fake User 30928,8,3093
Fake Team 30929,Fake User 30929,9,3093
Fake Team 30930,Fake User 30930,10,3093
Fake Team 30931,Fake User 30931,1,3094
Fake Team 30932,Fake User 30932,2,3094
Fake Team 30933,Fake User 30933,3,3094
Fake Team 30934,Fake User 30934,4,3094
Fake Team 30935,Fake User 30935,5,3094
Fake Team 30936,Fake User 30936,6,3094
Fake Team 30937,Fake User 30937,7,3094
Fake Team 30938,Fake User 30938,8,3094
Fake Team 30939,Fake User 30939,9,3094
Fake Team 30940,Fake User 30940,10,3094
Fake Team 30941,Fake User 30941,1,3095
Fake Team 30942,Fake User 30942,2,3095
Fake Team 30943,Fake User 30943,3,3095
Fake Team 30944,Fake User 30944,4,3095
Fake Team 30945,Fake User 30945,5,3095
Fake Team 30946,Fake User 30946,6,3095
Fake Team 30947,Fake User 30947,7,3095
Fake Team 30948,Fake User 30948,8,3095
Fake Team 30949,Fake User 30949,9,3095
Fake Team 30950,Fake User 30950,10,3095
Fake Team 30951,Fake User 30951,1,3096
Fake Team 30952,Fake User 30952,2,3096
Fake Team 30953,Fake User 30953,3,3096
Fake Team 30954,Fake User 30954,4,3096
Fake Team 30955,Fake User 30955,5,3096
Fake Team 30956,Fake User 30956,6,3096
Fake Team 30957,Fake User 30957,7,3096
Fake Team 30958,Fake User 30958,8,3096
Fake Team 30959,Fake User 30959,9,3096
Fake Team 30960,Fake User 30960,10,3096
Fake Team 30961,Fake User 30961,1,3097
Fake Team 30962,Fake User 30962,2,3097
Fake Team 30963,Fake User 30963,3,3097
Fake Team 30964,Fake User 30964,4,3097
Fake Team 30965,Fake User 30965,5,3097
Fake Team 30966,Fake User 30966,6,3097
Fake Team 30967,Fake User 30967,7,3097
Fake Team 30968,Fake User 30968,8,3097
Fake Team 30969,Fake User 30969,9,3097
Fake Team 30970,Fake User 30970,10,3097
Fake Team 30971,Fake User 30971,1,3098
Fake Team 30972,Fake User 30972,2,3098
Fake Team 30973,Fake User 30973,3,3098
Fake Team 30974,Fake User 30974,4,3098
Fake Team 30975,Fake User 30975,5,3098
Fake Team 30976,Fake User 30976,6,3098
Fake Team 30977,Fake User 30977,7,3098
Fake Team 30978,Fake User 30978,8,3098
Fake Team 30979,Fake User 30979,9,3098
Fake Team 30980,Fake User 30980,10,3098
Fake Team 30981,Fake User 30981,1,3099
Fake Team 30982,Fake User 30982,2,3099
Fake Team 30983,Fake User 30983,3,3099
Fake Team 30984,Fake User 30984,4,3099
Fake Team 30985,Fake User 30985,5,3099
Fake Team 30986,Fake User 30986,6,3099
Fake Team 30987,Fake User 30987,7,3099
Fake Team 30988,Fake User 30988,8,3099
Fake Team 30989,Fake User 30989,9,3099
Fake Team 30990,Fake User 30990,10,3099
Fake Team 30991,Fake User 30991,1,3100
Fake Team 30992,Fake User 30992,2,3100
Fake Team 30993,Fake User 30993,3,3100
Fake Team 30994,Fake User 30994,4,3100
Fake Team 30995,Fake User 30995,5,3100
Fake Team 30996,Fake User 30996,6,3100
Fake Team 30997,Fake User 30997,7,3100
Fake Team 30998,Fake User 30998,8,3100
Fake Team 30999,Fake User 30999,9,3100
Fake Team 31000,Fake User 31000,10,3100
Fake Team 31001,Fake User 31001,1,3101
Fake Team 31002,Fake User 31002,2,3101
Fake Team 31003,Fake User 31003,3,3101
Fake Team 31004,Fake User 31004,4,3101
Fake Team 31005,Fake User 31005,5,3101
Fake Team 31006,Fake User 31006,6,3101
Fake Team 31007,Fake User 31007,7,3101
