draft_id,draft_name,draft_type,roster_size,draft_size,draft_status
3878,Fake Draft 3878,PPR,10,10,completed
3879,Fake Draft 3879,Standard,10,10,completed
3880,Fake Draft 3880,PPR,10,10,completed
3881,Fake Draft 3881,Standard,10,10,completed
3882,Fake Draft 3882,PPR,10,10,completed
3883,Fake Draft 3883,Standard,10,10,completed
3884,Fake Draft 3884,PPR,10,10,completed
3885,Fake Draft 3885,Standard,10,10,completed
3886,Fake Draft 3886,PPR,10,10,completed
3887,Fake Draft 3887,Standard,10,10,completed
3888,Fake Draft 3888,PPR,10,10,completed
3889,Fake Draft 3889,Standard,10,10,completed
3890,Fake Draft 3890,PPR,10,10,completed
3891,Fake Draft 3891,Standard,10,10,completed
3892,Fake Draft 3892,PPR,10,10,completed
3893,Fake Draft 3893,Standard,10,10,completed
3894,Fake Draft 3894,PPR,10,10,completed
3895,Fake Draft 3895,Standard,10,10,completed
3896,Fake Draft 3896,PPR,10,10,completed
3897,Fake Draft 3897,Standard,10,10,completed
3898,Fake Draft 3898,PPR,10,10,completed
3899,Fake Draft 3899,Standard,10,10,completed
3900,Fake Draft 3900,PPR,10,10,completed
3901,Fake Draft 3901,Standard,10,10,completed
3902,Fake Draft 3902,PPR,10,10,completed
3903,Fake Draft 3903,Standard,10,10,completed
3904,Fake Draft 3904,PPR,10,10,completed
3905,Fake Draft 3905,Standard,10,10,completed
3906,Fake Draft 3906,PPR,10,10,completed
3907,Fake Draft 3907,Standard,10,10,completed
3908,Fake Draft 3908,PPR,10,10,completed
3909,Fake Draft 3909,Standard,10,10,completed
3910,Fake Draft 3910,PPR,10,10,completed
3911,Fake Draft 3911,Standard,10,10,completed
3912,Fake Draft 3912,PPR,10,10,completed
3913,Fake Draft 3913,Standard,10,10,completed
3914,Fake Draft 3914,PPR,10,10,completed
3915,Fake Draft 3915,Standard,10,10,completed
3916,Fake Draft 3916,PPR,10,10,completed
3917,Fake Draft 3917,Standard,10,10,completed
3918,Fake Draft 3918,PPR,10,10,completed
3919,Fake Draft 3919,Standard,10,10,completed
3920,Fake Draft 3920,PPR,10,10,completed
3921,Fake Draft 3921,Standard,10,10,completed
3922,Fake Draft 3922,PPR,10,10,completed
3923,Fake Draft 3923,Standard,10,10,completed
3924,Fake Draft 3924,PPR,10,10,completed
3925,Fake Draft 3925,Standard,10,10,completed
3926,Fake Draft 3926,PPR,10,10,completed
3927,Fake Draft 3927,Standard,10,10,completed
3928,Fake Draft 3928,PPR,10,10,completed
3929,Fake Draft 3929,Standard,10,10,completed
3930,Fake Draft 3930,PPR,10,10,completed
3931,Fake Draft 3931,Standard,10,10,completed
3932,Fake Draft 3932,PPR,10,10,completed
3933,Fake Draft 3933,Standard,10,10,completed
3934,Fake Draft 3934,PPR,10,10,completed
3935,Fake Draft 3935,Standard,10,10,completed
3936,Fake Draft 3936,PPR,10,10,completed
3937,Fake Draft 3937,Standard,10,10,completed
3938,Fake Draft 3938,PPR,10,10,completed
3939,Fake Draft 3939,Standard,10,10,completed
3940,Fake Draft 3940,PPR,10,10,completed
3941,Fake Draft 3941,Standard,10,10,completed
3942,Fake Draft 3942,PPR,10,10,completed
3943,Fake Draft 3943,Standard,10,10,completed
3944,Fake Draft 3944,PPR,10,10,completed
3945,Fake Draft 3945,Standard,10,10,completed
3946,Fake Draft 3946,PPR,10,10,completed
3947,Fake Draft 3947,Standard,10,10,completed
3948,Fake Draft 3948,PPR,10,10,completed
3949,Fake Draft 3949,Standard,10,10,completed
3950,Fake Draft 3950,PPR,10,10,completed
3951,Fake Draft 3951,Standard,10,10,completed
3952,Fake Draft 3952,PPR,10,10,completed
3953,Fake Draft 3953,Standard,10,10,completed
3954,Fake Draft 3954,PPR,10,10,completed
3955,Fake Draft 3955,Standard,10,10,completed
3956,Fake Draft 3956,PPR,10,10,completed
3957,Fake Draft 3957,Standard,10,10,completed
3958,Fake Draft 3958,PPR,10,10,completed
3959,Fake Draft 3959,Standard,10,10,completed
3960,Fake Draft 3960,PPR,10,10,completed
3961,Fake Draft 3961,Standard,10,10,completed
3962,Fake Draft 3962,PPR,10,10,completed
3963,Fake Draft 3963,Standard,10,10,completed
3964,Fake Draft 3964,PPR,10,10,completed
3965,Fake Draft 3965,Standard,10,10,completed
3966,Fake Draft 3966,PPR,10,10,completed
3967,Fake Draft 3967,Standard,10,10,completed
3968,Fake Draft 3968,PPR,10,10,completed
3969,Fake Draft 3969,Standard,10,10,completed
3970,Fake Draft 3970,PPR,10,10,completed
3971,Fake Draft 3971,Standard,10,10,completed
3972,Fake Draft 3972,PPR,10,10,completed
3973,Fake Draft 3973,Standard,10,10,completed
3974,Fake Draft 3974,PPR,10,10,completed
3975,Fake Draft 3975,Standard,10,10,completed
3976,Fake Draft 3976,PPR,10,10,completed
3977,Fake Draft 3977,Standard,10,10,completed
3978,Fake Draft 3978,PPR,10,10,completed
3979,Fake Draft 3979,Standard,10,10,completed
3980,Fake Draft 3980,PPR,10,10,completed
3981,Fake Draft 3981,Standard,10,10,completed
3982,Fake Draft 3982,PPR,10,10,completed
3983,Fake Draft 3983,Standard,10,10,completed
3984,Fake Draft 3984,PPR,10,10,completed
3985,Fake Draft 3985,Standard,10,10,completed
3986,Fake Draft 3986,PPR,10,10,completed
3987,Fake Draft 3987,Standard,10,10,completed
3988,Fake Draft 3988,PPR,10,10,completed
3989,Fake Draft 3989,Standard,10,10,completed
3990,Fake Draft 3990,PPR,10,10,completed
3991,Fake Draft 3991,Standard,10,10,completed
3992,Fake Draft 3992,PPR,10,10,completed
3993,Fake Draft 3993,Standard,10,10,completed
3994,Fake Draft 3994,PPR,10,10,completed
3995,Fake Draft 3995,Standard,10,10,completed
3996,Fake Draft 3996,PPR,10,10,completed
3997,Fake Draft 3997,Standard,10,10,completed
3998,Fake Draft 3998,PPR,10,10,completed
3999,Fake Draft 3999,Standard,10,10,completed
4000,Fake Draft 4000,PPR,10,10,completed
4001,Fake Draft 4001,Standard,10,10,completed
4002,Fake Draft 4002,PPR,10,10,completed
4003,Fake Draft 4003,Standard,10,10,completed
4004,Fake Draft 4004,PPR,10,10,completed
4005,Fake Draft 4005,Standard,10,10,completed
4006,Fake Draft 4006,PPR,10,10,completed
4007,Fake Draft 4007,Standard,10,10,completed
4008,Fake Draft 4008,PPR,10,10,completed
4009,Fake Draft 4009,Standard,10,10,completed
4010,Fake Draft 4010,PPR,10,10,completed
4011,Fake Draft 4011,Standard,10,10,completed
4012,Fake Draft 4012,PPR,10,10,completed
4013,Fake Draft 4013,Standard,10,10,completed
4014,Fake Draft 4014,PPR,10,10,completed
4015,Fake Draft 4015,Standard,10,10,completed
4016,Fake Draft 4016,PPR,10,10,completed
4017,Fake Draft 4017,Standard,10,10,completed
4018,Fake Draft 4018,PPR,10,10,completed
4019,Fake Draft 4019,Standard,10,10,completed
4020,Fake Draft 4020,PPR,10,10,completed
4021,Fake Draft 4021,Standard,10,10,completed
4022,Fake Draft 4022,PPR,10,10,completed
4023,Fake Draft 4023,Standard,10,10,completed
4024,Fake Draft 4024,PPR,10,10,completed
4025,Fake Draft 4025,Standard,10,10,completed
4026,Fake Draft 4026,PPR,10,10,completed
4027,Fake Draft 4027,Standard,10,10,completed
4028,Fake Draft 4028,PPR,10,10,completed
4029,Fake Draft 4029,Standard,10,10,completed
4030,Fake Draft 4030,PPR,10,10,completed
4031,Fake Draft 4031,Standard,10,10,completed
4032,Fake Draft 4032,PPR,10,10,completed
4033,Fake Draft 4033,Standard,10,10,completed
4034,Fake Draft 4034,PPR,10,10,completed
4035,Fake Draft 4035,Standard,10,10,completed
4036,Fake Draft 4036,PPR,10,10,completed
4037,Fake Draft 4037,Standard,10,10,completed
4038,Fake Draft 4038,PPR,10,10,completed
4039,Fake Draft 4039,Standard,10,10,completed
4040,Fake Draft 4040,PPR,10,10,completed
4041,Fake Draft 4041,Standard,10,10,completed
4042,Fake Draft 4042,PPR,10,10,completed
4043,Fake Draft 4043,Standard,10,10,completed
4044,Fake Draft 4044,PPR,10,10,completed
4045,Fake Draft 4045,Standard,10,10,completed
4046,Fake Draft 4046,PPR,10,10,completed
4047,Fake Draft 4047,Standard,10,10,completed
4048,Fake Draft 4048,PPR,10,10,completed
4049,Fake Draft 4049,Standard,10,10,completed
4050,Fake Draft 4050,PPR,10,10,completed
4051,Fake Draft 4051,Standard,10,10,completed
4052,Fake Draft 4052,PPR,10,10,completed
4053,Fake Draft 4053,Standard,10,10,completed
4054,Fake Draft 4054,PPR,10,10,completed
4055,Fake Draft 4055,Standard,10,10,completed
4056,Fake Draft 4056,PPR,10,10,completed
4057,Fake Draft 4057,Standard,10,10,completed
4058,Fake Draft 4058,PPR,10,10,completed
4059,Fake Draft 4059,Standard,10,10,completed
4060,Fake Draft 4060,PPR,10,10,completed
4061,Fake Draft 4061,Standard,10,10,completed
4062,Fake Draft 4062,PPR,10,10,completed
4063,Fake Draft 4063,Standard,10,10,completed
4064,Fake Draft 4064,PPR,10,10,completed
4065,Fake Draft 4065,Standard,10,10,completed
4066,Fake Draft 4066,PPR,10,10,completed
4067,Fake Draft 4067,Standard,10,10,completed
4068,Fake Draft 4068,PPR,10,10,completed
4069,Fake Draft 4069,Standard,10,10,completed
4070,Fake Draft 4070,PPR,10,10,completed
4071,Fake Draft 4071,Standard,10,10,completed
4072,Fake Draft 4072,PPR,10,10,completed
4073,Fake Draft 4073,Standard,10,10,completed
4074,Fake Draft 4074,PPR,10,10,completed
4075,Fake Draft 4075,Standard,10,10,completed
4076,Fake Draft 4076,PPR,10,10,completed
4077,Fake Draft 4077,Standard,10,10,completed
4078,Fake Draft 4078,PPR,10,10,completed
4079,Fake Draft 4079,Standard,10,10,completed
4080,Fake Draft 4080,PPR,10,10,completed
4081,Fake Draft 4081,Standard,10,10,completed
4082,Fake Draft 4082,PPR,10,10,completed
4083,Fake Draft 4083,Standard,10,10,completed
4084,Fake Draft 4084,PPR,10,10,completed
4085,Fake Draft 4085,Standard,10,10,completed
4086,Fake Draft 4086,PPR,10,10,completed
4087,Fake Draft 4087,Standard,10,10,completed
4088,Fake Draft 4088,PPR,10,10,completed
4089,Fake Draft 4089,Standard,10,10,completed
4090,Fake Draft 4090,PPR,10,10,completed
4091,Fake Draft 4091,Standard,10,10,completed
4092,Fake Draft 4092,PPR,10,10,completed
4093,Fake Draft 4093,Standard,10,10,completed
4094,Fake Draft 4094,PPR,10,10,completed
4095,Fake Draft 4095,Standard,10,10,completed
4096,Fake Draft 4096,PPR,10,10,completed
4097,Fake Draft 4097,Standard,10,10,completed
4098,Fake Draft 4098,PPR,10,10,completed
4099,Fake Draft 4099,Standard,10,10,completed
4100,Fake Draft 4100,PPR,10,10,completed
4101,Fake Draft 4101,Standard,10,10,completed
4102,Fake Draft 4102,PPR,10,10,completed
4103,Fake Draft 4103,Standard,10,10,completed
4104,Fake Draft 4104,PPR,10,10,completed
4105,Fake Draft 4105,Standard,10,10,completed
4106,Fake Draft 4106,PPR,10,10,completed
4107,Fake Draft 4107,Standard,10,10,completed
4108,Fake Draft 4108,PPR,10,10,completed
4109,Fake Draft 4109,Standard,10,10,completed
4110,Fake Draft 4110,PPR,10,10,completed
4111,Fake Draft 4111,Standard,10,10,completed
4112,Fake Draft 4112,PPR,10,10,completed
4113,Fake Draft 4113,Standard,10,10,completed
4114,Fake Draft 4114,PPR,10,10,completed
4115,Fake Draft 4115,Standard,10,10,completed
4116,Fake Draft 4116,PPR,10,10,completed
4117,Fake Draft 4117,Standard,10,10,completed
4118,Fake Draft 4118,PPR,10,10,completed
4119,Fake Draft 4119,Standard,10,10,completed
4120,Fake Draft 4120,PPR,10,10,completed
4121,Fake Draft 4121,Standard,10,10,completed
4122,Fake Draft 4122,PPR,10,10,completed
4123,Fake Draft 4123,Standard,10,10,completed
4124,Fake Draft 4124,PPR,10,10,completed
4125,Fake Draft 4125,Standard,10,10,completed
4126,Fake Draft 4126,PPR,10,10,completed
4127,Fake Draft 4127,Standard,10,10,completed
4128,Fake Draft 4128,PPR,10,10,completed
4129,Fake Draft 4129,Standard,10,10,completed
4130,Fake Draft 4130,PPR,10,10,completed
4131,Fake Draft 4131,Standard,10,10,completed
4132,Fake Draft 4132,PPR,10,10,completed
4133,Fake Draft 4133,Standard,10,10,completed
4134,Fake Draft 4134,PPR,10,10,completed
4135,Fake Draft 4135,Standard,10,10,completed
4136,Fake Draft 4136,PPR,10,10,completed
4137,Fake Draft 4137,Standard,10,10,completed
4138,Fake Draft 4138,PPR,10,10,completed
4139,Fake Draft 4139,Standard,10,10,completed
4140,Fake Draft 4140,PPR,10,10,completed
4141,Fake Draft 4141,Standard,10,10,completed
4142,Fake Draft 4142,PPR,10,10,completed
4143,Fake Draft 4143,Standard,10,10,completed
4144,Fake Draft 4144,PPR,10,10,completed
4145,Fake Draft 4145,Standard,10,10,completed
4146,Fake Draft 4146,PPR,10,10,completed
4147,Fake Draft 4147,Standard,10,10,completed
4148,Fake Draft 4148,PPR,10,10,completed
4149,Fake Draft 4149,Standard,10,10,completed
4150,Fake Draft 4150,PPR,10,10,completed
4151,Fake Draft 4151,Standard,10,10,completed
4152,Fake Draft 4152,PPR,10,10,completed
4153,Fake Draft 4153,Standard,10,10,completed
4154,Fake Draft 4154,PPR,10,10,completed
4155,Fake Draft 4155,Standard,10,10,completed
4156,Fake Draft 4156,PPR,10,10,completed
4157,Fake Draft 4157,Standard,10,10,completed
4158,Fake Draft 4158,PPR,10,10,completed
4159,Fake Draft 4159,Standard,10,10,completed
4160,Fake Draft 4160,PPR,10,10,completed
4161,Fake Draft 4161,Standard,10,10,completed
4162,Fake Draft 4162,PPR,10,10,completed
4163,Fake Draft 4163,Standard,10,10,completed
4164,Fake Draft 4164,PPR,10,10,completed
4165,Fake Draft 4165,Standard,10,10,completed
4166,Fake Draft 4166,PPR,10,10,completed
4167,Fake Draft 4167,Standard,10,10,completed
4168,Fake Draft 4168,PPR,10,10,completed
4169,Fake Draft 4169,Standard,10,10,completed
4170,Fake Draft 4170,PPR,10,10,completed
4171,Fake Draft 4171,Standard,10,10,completed
4172,Fake Draft 4172,PPR,10,10,completed
4173,Fake Draft 4173,Standard,10,10,completed
4174,Fake Draft 4174,PPR,10,10,completed
4175,Fake Draft 4175,Standard,10,10,completed
4176,Fake Draft 4176,PPR,10,10,completed
4177,Fake Draft 4177,Standard,10,10,completed
4178,Fake Draft 4178,PPR,10,10,completed
4179,Fake Draft 4179,Standard,10,10,completed
4180,Fake Draft 4180,PPR,10,10,completed
4181,Fake Draft 4181,Standard,10,10,completed
4182,Fake Draft 4182,PPR,10,10,completed
4183,Fake Draft 4183,Standard,10,10,completed
4184,Fake Draft 4184,PPR,10,10,completed
4185,Fake Draft 4185,Standard,10,10,completed
4186,Fake Draft 4186,PPR,10,10,completed
4187,Fake Draft 4187,Standard,10,10,completed
4188,Fake Draft 4188,PPR,10,10,completed
4189,Fake Draft 4189,Standard,10,10,completed
4190,Fake Draft 4190,PPR,10,10,completed
4191,Fake Draft 4191,Standard,10,10,completed
4192,Fake Draft 4192,PPR,10,10,completed
4193,Fake Draft 4193,Standard,10,10,completed
4194,Fake Draft 4194,PPR,10,10,completed
4195,Fake Draft 4195,Standard,10,10,completed
4196,Fake Draft 4196,PPR,10,10,completed
4197,Fake Draft 4197,Standard,10,10,completed
4198,Fake Draft 4198,PPR,10,10,completed
4199,Fake Draft 4199,Standard,10,10,completed
4200,Fake Draft 4200,PPR,10,10,completed
4201,Fake Draft 4201,Standard,10,10,completed
4202,Fake Draft 4202,PPR,10,10,completed
4203,Fake Draft 4203,Standard,10,10,completed
4204,Fake Draft 4204,PPR,10,10,completed
4205,Fake Draft 4205,Standard,10,10,completed
4206,Fake Draft 4206,PPR,10,10,completed
4207,Fake Draft 4207,Standard,10,10,completed
4208,Fake Draft 4208,PPR,10,10,completed
4209,Fake Draft 4209,Standard,10,10,completed
4210,Fake Draft 4210,PPR,10,10,completed
4211,Fake Draft 4211,Standard,10,10,completed
4212,Fake Draft 4212,PPR,10,10,completed
4213,Fake Draft 4213,Standard,10,10,completed
4214,Fake Draft 4214,PPR,10,10,completed
4215,Fake Draft 4215,Standard,10,10,completed
4216,Fake Draft 4216,PPR,10,10,completed
4217,Fake Draft 4217,Standard,10,10,completed
4218,Fake Draft 4218,PPR,10,10,completed
4219,Fake Draft 4219,Standard,10,10,completed
4220,Fake Draft 4220,PPR,10,10,completed
4221,Fake Draft 4221,Standard,10,10,completed
4222,Fake Draft 4222,PPR,10,10,completed
4223,Fake Draft 4223,Standard,10,10,completed
4224,Fake Draft 4224,PPR,10,10,completed
4225,Fake Draft 4225,Standard,10,10,completed
4226,Fake Draft 4226,PPR,10,10,completed
4227,Fake Draft 4227,Standard,10,10,completed
4228,Fake Draft 4228,PPR,10,10,completed
4229,Fake Draft 4229,Standard,10,10,completed
4230,Fake Draft 4230,PPR,10,10,completed
4231,Fake Draft 4231,Standard,10,10,completed
4232,Fake Draft 4232,PPR,10,10,completed
4233,Fake Draft 4233,Standard,10,10,completed
4234,Fake Draft 4234,PPR,10,10,completed
4235,Fake Draft 4235,Standard,10,10,completed
4236,Fake Draft 4236,PPR,10,10,completed
4237,Fake Draft 4237,Standard,10,10,completed
4238,Fake Draft 4238,PPR,10,10,completed
4239,Fake Draft 4239,Standard,10,10,completed
4240,Fake Draft 4240,PPR,10,10,completed
4241,Fake Draft 4241,Standard,10,10,completed
4242,Fake Draft 4242,PPR,10,10,completed
4243,Fake Draft 4243,Standard,10,10,completed
4244,Fake Draft 4244,PPR,10,10,completed
4245,Fake Draft 4245,Standard,10,10,completed
4246,Fake Draft 4246,PPR,10,10,completed
4247,Fake Draft 4247,Standard,10,10,completed
4248,Fake Draft 4248,PPR,10,10,completed
4249,Fake Draft 4249,Standard,10,10,completed
4250,Fake Draft 4250,PPR,10,10,completed
4251,Fake Draft 4251,Standard,10,10,completed
4252,Fake Draft 4252,PPR,10,10,completed
4253,Fake Draft 4253,Standard,10,10,completed
4254,Fake Draft 4254,PPR,10,10,completed
4255,Fake Draft 4255,Standard,10,10,completed
4256,Fake Draft 4256,PPR,10,10,completed
4257,Fake Draft 4257,Standard,10,10,completed
4258,Fake Draft 4258,PPR,10,10,completed
4259,Fake Draft 4259,Standard,10,10,completed
4260,Fake Draft 4260,PPR,10,10,completed
4261,Fake Draft 4261,Standard,10,10,completed
4262,Fake Draft 4262,PPR,10,10,completed
4263,Fake Draft 4263,Standard,10,10,completed
4264,Fake Draft 4264,PPR,10,10,completed
4265,Fake Draft 4265,Standard,10,10,completed
4266,Fake Draft 4266,PPR,10,10,completed
4267,Fake Draft 4267,Standard,10,10,completed
4268,Fake Draft 4268,PPR,10,10,completed
4269,Fake Draft 4269,Standard,10,10,completed
4270,Fake Draft 4270,PPR,10,10,completed
4271,Fake Draft 4271,Standard,10,10,completed
4272,Fake Draft 4272,PPR,10,10,completed
4273,Fake Draft 4273,Standard,10,10,completed
4274,Fake Draft 4274,PPR,10,10,completed
4275,Fake Draft 4275,Standard,10,10,completed
4276,Fake Draft 4276,PPR,10,10,completed
4277,Fake Draft 4277,Standard,10,10,completed
4278,Fake Draft 4278,PPR,10,10,completed
4279,Fake Draft 4279,Standard,10,10,completed
4280,Fake Draft 4280,PPR,10,10,completed
4281,Fake Draft 4281,Standard,10,10,completed
4282,Fake Draft 4282,PPR,10,10,completed
4283,Fake Draft 4283,Standard,10,10,completed
4284,Fake Draft 4284,PPR,10,10,completed
4285,Fake Draft 4285,Standard,10,10,completed
4286,Fake Draft 4286,PPR,10,10,completed
4287,Fake Draft 4287,Standard,10,10,completed
4288,Fake Draft 4288,PPR,10,10,completed
4289,Fake Draft 4289,Standard,10,10,completed
4290,Fake Draft 4290,PPR,10,10,completed
4291,Fake Draft 4291,Standard,10,10,completed
4292,Fake Draft 4292,PPR,10,10,completed
4293,Fake Draft 4293,Standard,10,10,completed
4294,Fake Draft 4294,PPR,10,10,completed
4295,Fake Draft 4295,Standard,10,10,completed
4296,Fake Draft 4296,PPR,10,10,completed
4297,Fake Draft 4297,Standard,10,10,completed
4298,Fake Draft 4298,PPR,10,10,completed
4299,Fake Draft 4299,Standard,10,10,completed
4300,Fake Draft 4300,PPR,10,10,completed
4301,Fake Draft 4301,Standard,10,10,completed
4302,Fake Draft 4302,PPR,10,10,completed
4303,Fake Draft 4303,Standard,10,10,completed
4304,Fake Draft 4304,PPR,10,10,completed
4305,Fake Draft 4305,Standard,10,10,completed
4306,Fake Draft 4306,PPR,10,10,completed
4307,Fake Draft 4307,Standard,10,10,completed
4308,Fake Draft 4308,PPR,10,10,completed
4309,Fake Draft 4309,Standard,10,10,completed
4310,Fake Draft 4310,PPR,10,10,completed
4311,Fake Draft 4311,Standard,10,10,completed
4312,Fake Draft 4312,PPR,10,10,completed
4313,Fake Draft 4313,Standard,10,10,completed
4314,Fake Draft 4314,PPR,10,10,completed
4315,Fake Draft 4315,Standard,10,10,completed
4316,Fake Draft 4316,PPR,10,10,completed
4317,Fake Draft 4317,Standard,10,10,completed
4318,Fake Draft 4318,PPR,10,10,completed
4319,Fake Draft 4319,Standard,10,10,completed
4320,Fake Draft 4320,PPR,10,10,completed
4321,Fake Draft 4321,Standard,10,10,completed
4322,Fake Draft 4322,PPR,10,10,completed
4323,Fake Draft 4323,Standard,10,10,completed
4324,Fake Draft 4324,PPR,10,10,completed
4325,Fake Draft 4325,Standard,10,10,completed
4326,Fake Draft 4326,PPR,10,10,completed
4327,Fake Draft 4327,Standard,10,10,completed
4328,Fake Draft 4328,PPR,10,10,completed
4329,Fake Draft 4329,Standard,10,10,completed
4330,Fake Draft 4330,PPR,10,10,completed
4331,Fake Draft 4331,Standard,10,10,completed
4332,Fake Draft 4332,PPR,10,10,completed
4333,Fake Draft 4333,Standard,10,10,completed
4334,Fake Draft 4334,PPR,10,10,completed
4335,Fake Draft 4335,Standard,10,10,completed
4336,Fake Draft 4336,PPR,10,10,completed
4337,Fake Draft 4337,Standard,10,10,completed
4338,Fake Draft 4338,PPR,10,10,completed
4339,Fake Draft 4339,Standard,10,10,completed
4340,Fake Draft 4340,PPR,10,10,completed
4341,Fake Draft 4341,Standard,10,10,completed
4342,Fake Draft 4342,PPR,10,10,completed
4343,Fake Draft 4343,Standard,10,10,completed
4344,Fake Draft 4344,PPR,10,10,completed
4345,Fake Draft 4345,Standard,10,10,completed
4346,Fake Draft 4346,PPR,10,10,completed
4347,Fake Draft 4347,Standard,10,10,completed
4348,Fake Draft 4348,PPR,10,10,completed
4349,Fake Draft 4349,Standard,10,10,completed
4350,Fake Draft 4350,PPR,10,10,completed
4351,Fake Draft 4351,Standard,10,10,completed
4352,Fake Draft 4352,PPR,10,10,completed
4353,Fake Draft 4353,Standard,10,10,completed
4354,Fake Draft 4354,PPR,10,10,completed
4355,Fake Draft 4355,Standard,10,10,completed
4356,Fake Draft 4356,PPR,10,10,completed
4357,Fake Draft 4357,Standard,10,10,completed
4358,Fake Draft 4358,PPR,10,10,completed
4359,Fake Draft 4359,Standard,10,10,completed
4360,Fake Draft 4360,PPR,10,10,completed
4361,Fake Draft 4361,Standard,10,10,completed
4362,Fake Draft 4362,PPR,10,10,completed
4363,Fake Draft 4363,Standard,10,10,completed
4364,Fake Draft 4364,PPR,10,10,completed
4365,Fake Draft 4365,Standard,10,10,completed
4366,Fake Draft 4366,PPR,10,10,completed
4367,Fake Draft 4367,Standard,10,10,completed
4368,Fake Draft 4368,PPR,10,10,completed
4369,Fake Draft 4369,Standard,10,10,completed
4370,Fake Draft 4370,PPR,10,10,completed
4371,Fake Draft 4371,Standard,10,10,completed
4372,Fake Draft 4372,PPR,10,10,completed
4373,Fake Draft 4373,Standard,10,10,completed
4374,Fake Draft 4374,PPR,10,10,completed
4375,Fake Draft 4375,Standard,10,10,completed
4376,Fake Draft 4376,PPR,10,10,completed
4377,Fake Draft 4377,Standard,10,10,completed
4378,Fake Draft 4378,PPR,10,10,completed
4379,Fake Draft 4379,Standard,10,10,completed
4380,Fake Draft 4380,PPR,10,10,completed
4381,Fake Draft 4381,Standard,10,10,completed
4382,Fake Draft 4382,PPR,10,10,completed
4383,Fake Draft 4383,Standard,10,10,completed
4384,Fake Draft 4384,PPR,10,10,completed
4385,Fake Draft 4385,Standard,10,10,completed
4386,Fake Draft 4386,PPR,10,10,completed
4387,Fake Draft 4387,Standard,10,10,completed
4388,Fake Draft 4388,PPR,10,10,completed
4389,Fake Draft 4389,Standard,10,10,completed
4390,Fake Draft 4390,PPR,10,10,completed
4391,Fake Draft 4391,Standard,10,10,completed
4392,Fake Draft 4392,PPR,10,10,completed
4393,Fake Draft 4393,Standard,10,10,completed
4394,Fake Draft 4394,PPR,10,10,completed
4395,Fake Draft 4395,Standard,10,10,completed
4396,Fake Draft 4396,PPR,10,10,completed
4397,Fake Draft 4397,Standard,10,10,completed
4398,Fake Draft 4398,PPR,10,10,completed
4399,Fake Draft 4399,Standard,10,10,completed
4400,Fake Draft 4400,PPR,10,10,completed
4401,Fake Draft 4401,Standard,10,10,completed
4402,Fake Draft 4402,PPR,10,10,completed
4403,Fake Draft 4403,Standard,10,10,completed
4404,Fake Draft 4404,PPR,10,10,completed
4405,Fake Draft 4405,Standard,10,10,completed
4406,Fake Draft 4406,PPR,10,10,completed
4407,Fake Draft 4407,Standard,10,10,completed
4408,Fake Draft 4408,PPR,10,10,completed
4409,Fake Draft 4409,Standard,10,10,completed
4410,Fake Draft 4410,PPR,10,10,completed
4411,Fake Draft 4411,Standard,10,10,completed
4412,Fake Draft 4412,PPR,10,10,completed
4413,Fake Draft 4413,Standard,10,10,completed
4414,Fake Draft 4414,PPR,10,10,completed
4415,Fake Draft 4415,Standard,10,10,completed
4416,Fake Draft 4416,PPR,10,10,completed
4417,Fake Draft 4417,Standard,10,10,completed
4418,Fake Draft 4418,PPR,10,10,completed
4419,Fake Draft 4419,Standard,10,10,completed
4420,Fake Draft 4420,PPR,10,10,completed
4421,Fake Draft 4421,Standard,10,10,completed
4422,Fake Draft 4422,PPR,10,10,completed
4423,Fake Draft 4423,Standard,10,10,completed
4424,Fake Draft 4424,PPR,10,10,completed
4425,Fake Draft 4425,Standard,10,10,completed
4426,Fake Draft 4426,PPR,10,10,completed
4427,Fake Draft 4427,Standard,10,10,completed
4428,Fake Draft 4428,PPR,10,10,completed
4429,Fake Draft 4429,Standard,10,10,completed
4430,Fake Draft 4430,PPR,10,10,completed
4431,Fake Draft 4431,Standard,10,10,completed
4432,Fake Draft 4432,PPR,10,10,completed
4433,Fake Draft 4433,Standard,10,10,completed
4434,Fake Draft 4434,PPR,10,10,completed
4435,Fake Draft 4435,Standard,10,10,completed
4436,Fake Draft 4436,PPR,10,10,completed
4437,Fake Draft 4437,Standard,10,10,completed
4438,Fake Draft 4438,PPR,10,10,completed
4439,Fake Draft 4439,Standard,10,10,completed
4440,Fake Draft 4440,PPR,10,10,completed
4441,Fake Draft 4441,Standard,10,10,completed
4442,Fake Draft 4442,PPR,10,10,completed
4443,Fake Draft 4443,Standard,10,10,completed
4444,Fake Draft 4444,PPR,10,10,completed
4445,Fake Draft 4445,Standard,10,10,completed
4446,Fake Draft 4446,PPR,10,10,completed
4447,Fake Draft 4447,Standard,10,10,completed
4448,Fake Draft 4448,PPR,10,10,completed
4449,Fake Draft 4449,Standard,10,10,completed
4450,Fake Draft 4450,PPR,10,10,completed
4451,Fake Draft 4451,Standard,10,10,completed
4452,Fake Draft 4452,PPR,10,10,completed
4453,Fake Draft 4453,Standard,10,10,completed
4454,Fake Draft 4454,PPR,10,10,completed
4455,Fake Draft 4455,Standard,10,10,completed
4456,Fake Draft 4456,PPR,10,10,completed
4457,Fake Draft 4457,Standard,10,10,completed
4458,Fake Draft 4458,PPR,10,10,completed
4459,Fake Draft 4459,Standard,10,10,completed
